"CountryName"	"CountryCode"	"Adolescent fertility rate (births per 1,000 women ages 15-19)"	"Age dependency ratio (% of working-age population)"	"Age dependency ratio, old (% of working-age population)"	"Age dependency ratio, young (% of working-age population)"	"Business extent of disclosure index (0=less disclosure to 10=more disclosure)"	"Cost of business start-up procedures (% of GNI per capita)"	"Cost to export (US$ per container)"	"Cost to import (US$ per container)"	"Depth of credit information index (0=low to 8=high)"	"Diabetes prevalence (% of population ages 20 to 79)"	"Distance to frontier score (0=lowest performance to 100=frontier)"	"Documents to export (number)"	"Documents to import (number)"	"Ease of doing business index (1=most business-friendly regulations)"	"Fixed broadband subscriptions"	"Fixed telephone subscriptions"	"Fixed telephone subscriptions (per 100 people)"	"Foreign direct investment, net inflows (% of GDP)"	"Foreign direct investment, net inflows (BoP, current US$)"	"GDP at market prices (current US$)"	"GDP growth (annual %)"	"GDP per capita (current US$)"	"GDP per capita growth (annual %)"	"Immunization, DPT (% of children ages 12-23 months)"	"Immunization, measles (% of children ages 12-23 months)"	"Improved sanitation facilities (% of population with access)"	"Improved sanitation facilities, rural (% of rural population with access)"	"Improved sanitation facilities, urban (% of urban population with access)"	"Improved water source (% of population with access)"	"Improved water source, rural (% of rural population with access)"	"Improved water source, urban (% of urban population with access)"	"Incidence of tuberculosis (per 100,000 people)"	"Internet users (per 100 people)"	"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)"	"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)"	"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)"	"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)"	"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)"	"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)"	"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)"	"Labor force, female (% of total labor force)"	"Labor force, total"	"Land area (sq. km)"	"Lifetime risk of maternal death (%)"	"Lifetime risk of maternal death (1 in: rate varies by country)"	"Maternal mortality ratio (modeled estimate, per 100,000 live births)"	"Merchandise exports (current US$)"	"Merchandise exports by the reporting economy (current US$)"	"Merchandise exports by the reporting economy, residual (% of total merchandise exports)"	"Merchandise exports to high-income economies (% of total merchandise exports)"	"Merchandise imports (current US$)"	"Merchandise imports by the reporting economy (current US$)"	"Merchandise imports by the reporting economy, residual (% of total merchandise imports)"	"Merchandise imports from high-income economies (% of total merchandise imports)"	"Mobile cellular subscriptions"	"Mobile cellular subscriptions (per 100 people)"	"Mortality rate, infant (per 1,000 live births)"	"Mortality rate, neonatal (per 1,000 live births)"	"Mortality rate, under-5 (per 1,000)"	"Number of maternal deaths"	"Population ages 65 and above (% of total)"	"Population density (people per sq. km of land area)"	"Population growth (annual %)"	"Population, ages 0-14 (% of total)"	"Population, ages 15-64 (% of total)"	"Population, female (% of total)"	"Population, total"	"Private credit bureau coverage (% of adults)"	"Procedures to build a warehouse (number)"	"Procedures to register property (number)"	"Proportion of seats held by women in national parliaments (%)"	"Public credit registry coverage (% of adults)"	"Ratio of female to male labor force participation rate (%) (modeled ILO estimate)"	"Refugee population by country or territory of asylum"	"Refugee population by country or territory of origin"	"Rural population"	"Rural population (% of total population)"	"Rural population growth (annual %)"	"Secure Internet servers"	"Secure Internet servers (per 1 million people)"	"Start-up procedures to register a business (number)"	"Strength of legal rights index (0=weak to 12=strong)"	"Surface area (sq. km)"	"Tax payments (number)"	"Time required to build a warehouse (days)"	"Time required to enforce a contract (days)"	"Time required to get electricity (days)"	"Time required to register property (days)"	"Time required to start a business (days)"	"Time to export (days)"	"Time to import (days)"	"Time to prepare and pay taxes (hours)"	"Total tax rate (% of commercial profits)"	"Tuberculosis case detection rate (%, all forms)"	"Urban population"	"Urban population (% of total)"	"Urban population growth (annual %)"
"Macedonia, FYR"	"MKD"	17.8554	41.1810198294503	16.9723987492748	24.2086210801755	8	0.6	1376	1380	7	9.76	79.69	6	8	14	341373	392500	18.6157119454534	0.537629429659958	60879915.45137	11323769141.4839	3.76755805949985	5455.59488900156	3.6134783900319	95	93	90.9	82.6	97.2	99.4	98.9	99.8	15	68.06	27.1000003814697	41.2999992370605	34.4000015258789	51.5	43.2000007629395	77.3000030517578	67.599998474121	64.599998474121	55.4000015258789	39.3904406431684	952721	25220	0.0118022210714393	8500	8	4933844548.74953	5108998508	11.0423555535863	68.5066055984051	7276729202.36374	7192771231	0.40597408015508	70.9701979823284	2300305	109.100166284551	5.2	3.8	6	2	12.0217283950617	82.300753370341	0.148595744777241	17.1472207166516	70.8310508882867	50.2129719963866	2075625	83.7	10	7	33.3	36.4	63.9053280148779	614	1768	891917	42.971	0.0370058047266387	159	76.6034327009937	2	6	25710	7	74	604	101	31	2	12	11	119	8.3	90	1183708	57.029	0.232760446513234
"Madagascar"	"MDG"	117.494	81.3590801938962	5.11386206678469	76.2452181271115	6	44.8	1195	1555	0	3.73	44.28	5	9	166	24835	249080	1.0566791173344	3.31058766554125	350695430.5789	10593147380.7254	3.31577903358244	449.40082974561	0.479267902793737	73	64	11.9	8.7	17.9	50.6	34.5	81.2	235	3.7	77.9000015258789	79.099998474121	78.5	88	86.4000015258789	91.099998474121	90.3000030517578	89.599998474121	88.4000015258789	49.3838607484885	12077140	581800	1.76159700735155	57	369	2140354408.75498	2220764041	6.35203606486881	74.1981073220295	3257125816.41589	3789010579	10.5913483418815	41.0355331468371	9008947	38.2189102459948	37	20.1	51.5	3000	2.81974415690535	40.5151478171193	2.7838697365537	42.0410260382858	55.1392298048089	50.1545093477084	23571713	0	15	6	20.5	2.6	95.6810615790971	11	281	15447015	65.532	1.81803021283366	22	0.933322071247007	8	1	587295	23	185	871	450	100	12	22	21	183	38.1	51	8124698	34.468	4.64629660574526
"Malawi"	"MWI"	136.972	95.2211818379115	6.66709697697653	88.5540848609349	4	106.6	2200	2895	0	5.59	49.74	11	12	144	8561	64247	0.381760355725758	16.8080671231395	715693148.185551	4258033615.3005	5.70000000184363	255.04456957319	2.50196976528886	91	85	40.6	39.3	47.3	88.4	87	95.5	227	5.83	64.9000015258789	55.2999992370605	60	84.3000030517578	84.5	80.9000015258789	81.599998474121	82.599998474121	83	51.3657826658388	7571373	94280	3.52429916716766	28	638	1.374e+09	1017436692	0.701651390801529	56.9146813839804	2.973e+09	1721878657	0.00862380926382134	22.7969514856998	5132514	30.4977721980393	45.1	22.4	66.9	4200	3.41515040233292	177.081597369538	3.07228772774889	45.3608998917237	51.2239497059433	50.1077761445125	16695253	0	13	6	16.7	0	103.553923505034	5874	360	14006983	83.898	2.88414061583899	19	1.13804804275802	8	5	118480	35	153	432	172	69	38	34	39	174.5	35.2	43	2688270	16.102	4.05837965726059
"Malaysia"	"MYS"	13.3984	45.0213080478802	8.22791827137825	36.7933897765019	10	7.2	525	560	7	17.64	79.08	4	4	17	3061000	4410200	14.6091665348257	3.13770449412608	10608698827.0648	338103822298.268	5.99260934195927	11307.064952828	4.44491929791528	97	94	96	95.9	96.1	98.2	93	100	103	67.5	32.5999984741211	47.7999992370605	40	47.2000007629395	44.5	79.4000015258789	75.6999969482422	62.7000007629395	59.5999984741211	36.0803929195031	13300027	328550	0.0849359492498722	1200	41	234139067000	2.34248e+11	0.0388876417301322	63.7108798905434	208864250534.242	2.08961e+11	0.69588487612521	62.1625830336761	44928600	148.829848890429	6.2	4	7.2	210	5.6735734361723	91.0120133921777	1.47095241053325	25.3709392770769	68.9551604680044	48.3747303745343	29901997	78.6	15	8	10.4	56.2	58.7846787238653	99086	468	7771529	25.99	-1.28412942168655	2647	88.5225157369924	3	7	330800	13	79	425	32	13	4	11	8	133	39.3	78	22130468	74.01	2.45674502282809
"Mali"	"MLI"	175.4438	100.387427704752	5.12507250928694	95.2623551954649	7	78.1	2440	4540	0	1.6	50.11	6	11	142	2990	157137	0.99654197012765	1.65260068615525	198927339.2846	12037229619.4189	7.19463484986886	704.507440024302	4.09583806626286	77	80	24.2	15.8	37.3	75	62.3	94.8	58	7	46.9000015258789	68.099998474121	57.7999992370605	52.0999984741211	50.9000015258789	81.9000015258789	81.4000015258789	67.099998474121	66.099998474121	38.4960189790074	5924862	1220190	3.87706201248751	26	601	2.1e+09	464362817.9	6.79136199385392	17.4199251736219	3955832338.34113	4223212075	29.4309701051461	30.5322819511748	23498425	149.023888354728	75.9	38.6	118.3	4500	2.55758186428649	14.0027553085995	2.93342046714661	47.5390877993719	49.9033303363416	49.5346781129042	17086022	0	13	5	9.5	3.6	62.5307132330908	15195	139267	10398040	60.857	1.65986587731333	22	1.28760222830101	5	6	1240190	35	124	620	120	29	11	26	34	270	48.3	59	6687982	39.143	4.94624463350555
"Mauritania"	"MRT"	79.3816	76.8411931894117	5.64791468054207	71.1932785088696	6	19.8	1640	1523	0	5.22	40.41	8	8	176	8000	51432	1.29081578744607	9.91571874819912	501852410.93232	5061180371.04941	6.41888881288126	1274.97694896858	3.82006562418975	84	84	39.7	13.8	57.5	57.9	57.1	58.4	111	10.7	22.8999996185303	56.7999992370605	40.0999984741211	29.6000003814697	28.8999996185303	80.1999969482422	79.099998474121	55.0999984741211	54	26.7570186651632	1280621	1030700	2.90765622195634	34	629	2122579414.42953	2393307818	1.49142729823665	37.6911749178609	3155004674.39167	3886430540	8.37760833193396	45.8514785589149	3753330	94.1992848711882	66.1	36.3	87.5	830	3.19377774978744	3.85138740661686	2.47238250937251	40.2583115533583	56.5479106968542	49.690285606323	3969625	0	13	4	25.2	4.6	36.536030563876	49635	34114	1617424	40.745	0.964620825192459	10	2.51912964070914	7	2	1030700	49	104	370	75	49	9	31	38	734	71.3	55	2352201	59.255	3.52250181252557
"Mauritius"	"MUS"	28.5974	40.7956649225416	12.8601863824257	27.935478540116	6	2.1	675	710	7	21.15	74.39	4	5	31	182000	372200	29.796237604581	3.31289866351604	418430127.753	12630332836.9517	3.59999999999997	10016.6486405725	3.41259003246795	97	98	93.2	92.6	93.9	99.9	99.8	99.9	22	41.44	37.7999992370605	48.9000015258789	43.4000015258789	49.2999992370605	43.7000007629395	80.3000030517578	74.099998474121	64.8000030517578	58.5999984741211	37.9932466655411	592300	2030	0.0788878530861701	1300	54	3300588716.54472	2574418723	0.0089931757383354	78.802173316854	5407143153.75818	5392750817	0.0313768994233134	40.1864397325444	1652000	132.249824080515	12.2	8.7	13.9	8	9.13392828285775	621.149753694581	0.181061469451535	19.841127823757	71.0249438933852	50.5701314948284	1260934	0	15	4	18.8	71.9	58.9743612183763	0	94	758906	60.186	0.455638211824609	195	154.64726940506	5	6	2040	8	246	519	81	14	6	10	9	152	24.5	46	502028	39.814	-0.232584849557532
"Mexico"	"MEX"	63.4592	52.3757504533326	9.61259714778212	42.7631533055505	8	18.7	1499.3	1887.6	8	12.63	72.15	4	4	42	14313339	21098743	17.0427114582269	1.86563414615821	24154173750	1294689733233.03	2.23079466200883	10325.6460658759	0.888986992921218	87	97	85.1	74.5	88	96.1	92.1	97.2	21	44.39	34.5999984741211	61.2000007629395	48	48.2999992370605	45.0999984741211	83.3000030517578	79.9000015258789	65	61.5999984741211	37.1621834315168	55561477	1943950	0.0937593908646881	1100	39	397535446000	3.97535e+11	0.991247568390205	91.3875840147408	411581243000	4.39975e+11	1.73075916604352	73.7203907145179	102187895	82.5432495674549	11.9	7.4	13.8	930	6.30848223499061	64.5005442526814	1.32121763533464	28.0642774052472	65.6272403597622	50.2591046310631	125385833	100	10.5	6.8	37.4	0	56.445553958486	1837	10666	26367387	21.029	-0.00149046650409893	4277	34.1107116941991	6	8	1964380	6	86.4	389	78.9	63.7	6.3	12	11.2	334	51.8	81	99018446	78.971	1.67640822347046
"Middle East & North Africa (all income levels)"	"MEA"	38.6734538883026	54.9706734944198	7.19219375925889	46.3839070250787	5.85714285714286	25.0904761904762	1140.33333333333	1271.61904761905	4.14285714285714	12.2626198250021	56.5447619047619	5.95238095238095	7.66666666666667	110.285714285714	23156393	63736591	15.5359725422415	1.50190853221239	50092981542.1513	3496997634326.72	2.5023624127117	8377.0168210485	0.506824911750755	89.1117577629332	87.4356221999823	91.1138442464842	86.8251795207096	93.3647654472677	93.4226275794841	89.0843975581754	95.7084476687824	35	38.2614233288785	16.1552141277038	47.6565600419727	32.4040210527125	23.1840200859936	21.8022938199123	78.2989636911925	75.0511427229452	51.9980163209829	49.4399543649197	21.2290924851225	144053408	11236020	0.259129130681985	390	83	1448267625211.63	1314262937674.1	7.15134184163804	53.5807501217245	1017119701551.39	1079609396381	2.07647287493607	60.2752691767384	453632558	110.574206351181	20.2325768194152	13.5720851630288	24.0760319684803	8200	4.6831461378193	37.1529623478776	1.98547462096541	30.2025555017712	65.1142983604095	48.3319990505047	417451428	15.8238095238095	14.8947368421053	5.95	16.0883051350549	8.84761904761905	30.9142197975123	9007294	4454220	151356459	36.2572620858875	1.14763484218716	10321	24.7238344576941	8.09523809523809	1.52380952380952	11370800	18.3809523809524	143.605263157895	670	85.9523809523809	32.35	19.0238095238095	19	23.1428571428571	217.952380952381	32.4761904761905	71	266094969	63.7427379141125	2.46826535175381
"Middle East & North Africa (developing only)"	"MNA"	42.350397332507	57.3197473029983	7.5936396634125	48.6249200244869	5.38461538461539	37.8230769230769	1302.69230769231	1489.61538461538	3.15384615384615	10.9225626175085	50.7761538461538	6.30769230769231	8	136.230769230769	16088574	53009437	15.0523791158308	1.57875438738648	22067703737.0572	1541137033404.35	1.50469193943231	4313.13052436019	-0.388315178696132	88.1018577306003	86.1788367716968	89.6271960631825	86.0283572383932	91.8412179776779	92.5990724520331	88.5749339909552	95.0937059115833	39	32.6617750663861	15.5681953434099	48.3990022804157	32.2478447491213	21.4959226523163	20.2063729841558	76.897871102312	73.4183090648184	49.3089918267043	46.7852756094874	21.6138105188672	115136181	8641070	0.291943126568971	340	92	352617571115.432	336689454817.1	7.36662394180752	50.9443308777513	395292823359.896	448704498413	1.11875019198285	59.0793511135074	354602246	100.69164556713	21.4	14.4	25.4	8100	4.86090723948229	41.3505349453251	1.90038660778033	31.1262120090401	64.0128807514776	49.6480497935623	357312867	5.9	15.8181818181818	6.66666666666667	16.7501085383502	9.55384615384615	27.7607062707756	8998709	4451133	142871486	39.9849817585019	1.14489563897932	1591	4.45268040123503	8.07692307692308	1.15384615384615	8775420	22.7692307692308	148	701.692307692308	90	36	20.6923076923077	23.6153846153846	29.4615384615385	296.923076923077	40.1230769230769	70	214441381	60.0150182414981	2.41002807589803
"Middle income"	"MIC"	40.9873275602761	50.7989030876017	9.84080417031295	39.8012578453601	5.12	23.739	1575.489	1866.307	4.22	8.51506170307199	58.0241	6.69	7.64	105.28	358107910	535540430	10.2490621808473	2.64265581334533	644944501389.856	24662352613439.1	4.82801564383924	4706.60970419783	3.59786896905025	86.0279207011026	84.5644237352568	63.9752133584377	49.9298957852905	78.5403430771693	91.4182275574734	87.203820179993	95.7421037752765	150	34.0523027842052	35.1609583317207	55.2700263500409	45.5432417149433	51.0171076865569	47.5698439166023	82.0870027086483	78.2961678825955	66.7814341839619	63.0376220785771	37.4294124172116	2423499018	61273553	0.476043406129136	210	189	5667933736198.32	5568203566621.57	1.68924976544688	67.2410766674764	5665335852594.09	5772319213639.14	4.28786268122372	62.6183817123325	4891370430	93.612889959911	32.1	20.5	42.3	192000	6.57622854686477	85.5162357240815	1.18742469032493	26.5976400955724	66.8261294918297	49.1701098573234	5239940034	20.529	15.1918367346939	6.18229166666667	20.4131513647643	12.06	63.6305560850318	14297081	7204443	2669808668	50.9688638533185	-0.0371984497024727	71929	13.7322898926675	7.342	4.73	62144163.5	28.446	153.992857142857	657.058	97.491	48.1083333333333	23.896	22.724	25.702	310.949	39.031	63	2568308217	49.0312219552488	2.49333226797756
"Moldova"	"MDA"	23.236	34.5515258114273	13.3101741065872	21.2413517048402	7	4.6	1510	1870	6	2.52	70.76	9	11	49	509195	1218274	35.1961934257435	4.39476746916213	349930000	7962423551.54037	4.60000000000001	2238.89988514801	4.66370588235294	90	90	76.4	67.1	87.8	88.4	81.4	96.9	153	46.6	19.2999992370605	23.5	21.3999996185303	44.4000015258789	38.0999984741211	49.4000015258789	45	46.7999992370605	41.2999992370605	48.4859950295816	1236918	32880	0.0325232100543348	3100	24	2339500000	2303119500	0.116858895076873	57.095396048707	5.317e+09	5302489500	0.397522710794618	50.8680403799008	3738125	107.995221559031	13.9	12.1	16.1	10	9.89224868257562	123.843019814047	-0.0608857460994868	15.7867712420869	74.3209800753375	51.9141820182008	3556400	8.8	27	5	17.8	0	84.6666632758247	335	2242	1958687	55.075	-0.144380266517264	172	48.3635136655044	5	8	33850	21	276	567	113	5.5	6	23	27	185	39.7	65	1597713	44.925	0.0415680422867789
"Mongolia"	"MNG"	16.3448	46.8048105679933	5.84702563295354	40.9577849350398	6	1.2	2745	2950	6	7.5	68.19	11	12	59	197247	228327	7.92412755538511	3.19518195426824	383931285.076246	12015944336.5464	7.82389914352714	4129.37354836224	5.94534569051173	99	98	59.1	41.4	66.3	64.2	57.4	67	170	27	30.8999996185303	41.2999992370605	36.2000007629395	60.0999984741211	57	72.3000030517578	69.8000030517578	66.099998474121	63.2999992370605	45.8120678827819	1328054	1553560	0.132944545041227	750	46	5774600000	4835624595	95.7420323062976	4.00921227432542	5236600000	5872221219	0.00519220430766849	54.2019259119116	3027243	105.060985661559	19.9	11.7	23.5	32	3.9828569720101	1.87303419243544	1.75759783749282	27.8994842039389	68.117658824051	50.4772548336335	2909871	0	17	5	14.9	32.7	81.6618875471017	6	2146	837403	28.778	-1.17352243739361	83	28.5236012180609	5	5	1564120	41	137	374	79	10.5	11	44	45	148	24.4	90	2072468	71.222	2.96675770261143
"Montenegro"	"MNE"	12.464	47.5165594336579	19.6841371064169	27.832422327241	5	1.6	985	985	5	9.82	71.05	6	5	47	94473	164671	26.4939457027844	10.8291838856103	496835255.407952	4587928884.17142	1.78371009295071	7378.46395009878	1.6866407135922	91	88	95.6	91.8	97.8	99.6	98.8	100	21	61	27.8999996185303	33.5999984741211	30.7999992370605	52.2999992370605	42.9000015258789	66.099998474121	57.2999992370605	59.2000007629395	49.9000015258789	43.9800267739744	251737	13450	0.0123783853649009	8100	7	447174807.635737	574297146.9	5.32908389377225	54.6793809490223	2368697505.55947	2835386180	1.45004058868263	49.116495433549	1013296	163.029368892207	4.6	3.3	5	1	13.3436858299802	46.2304832713755	0.0954137901054266	18.8673451763336	67.7889689936862	50.5979606327924	621800	0	9	6	17.3	26	74.8691136074781	6462	604	224893	36.168	-0.425518395996815	35	56.2881955612737	6	12	13810	28	169	545	142	69	10	14	14	320	21.6	87	396907	63.832	0.391790085920895
"Morocco"	"MAR"	32.0718	50.1649476001796	9.12879751227296	41.0361500879067	6	9.2	595	970	6	7.88	63.47	4	6	80	991590	2487738	7.42765580618871	3.2563652877801	3582296219.2821	110009040838.419	2.41708118165246	3190.31044414024	0.991375233710485	99	99	76.6	65.5	84.1	85.3	65.3	98.7	106	56.8	19.3999996185303	52.5999984741211	36.4000015258789	27.2999992370605	26.7000007629395	78.9000015258789	75.9000015258789	52.7000007629395	50.7000007629395	27.0385596474009	12498273	446300	0.327363391299408	310	126	23662924634.938	23599415789	1.70030908640982	73.3742649386735	45831596888.917	45611265950	0.543746284682976	74.1305750273744	44114534	131.71305603822	24.6	18.2	28.6	890	6.07918003379773	76.0053842706699	1.39081937925812	27.3273828171719	66.5934371490304	50.6252593694864	33921203	21.1	12	8	17	0	35.1778659106296	1216	1532	13670584	40.301	0.160238517877274	167	4.923174452274	5	2	446550	6	94	510	62	40	11	10	14	232	49	83	20250619	59.699	2.23019284360401
"Myanmar"	"MMR"	16.7116	49.9231616974437	7.85862739899982	42.0645342984439	3	131.1	620	610	0	6.14	40.09	8	8	177	143600	526792	0.980644486812272	2.17352893145789	1398232001.99601	64330038664.7327	8.49966360170443	1203.84466293825	7.57921510816529	75	86	79.5	77.1	84.3	80.5	74.4	92.7	369	2.1	57.2000007629395	57.5999984741211	57.4000015258789	79.1999969482422	75.099998474121	85.099998474121	82.3000030517578	82	78.599998474121	49.4213250274704	30217049	653080	0.402535082038769	250	184	1.5e+10	22479323355	2.04036151762879	10.259096523142	1.775e+10	24318170708	0.0598471335483872	25.7793465086441	26575713	49.4717581826513	40.7	27	51.7	1700	5.2417700574239	81.8232972989527	0.85196116019991	28.057395416549	66.7008345260271	51.14927610579	53437159	0	14	6	5.6	0	91.251513595803	0	223891	35508458	66.449	0.0366205163343163	26	0.486552812435257	12	2	676590	31	95	1160	98	85	74	20	22	154.5	32.4	70	17928701	33.551	2.48666336449149
"Nepal"	"NPL"	72.5268	63.675166530584	8.81802715901569	54.8571393715683	6	32.2	2545	2650	0	4.96	60.3	11	11	94	228094	838900	2.98320741203823	0.0294900092871257	5830069.29798132	19769642122.5833	5.38058382071026	701.680063399496	4.10985919217441	92	88	44.2	41.8	55.2	90.7	90.6	91.1	158	15.44	74.599998474121	75.9000015258789	75.1999969482422	83.099998474121	79.9000015258789	88.6999969482422	87	85.6999969482422	83.1999969482422	50.8516859992943	15584793	143350	0.704186988378942	140	275	9.75e+08	917373076.1	10.3709289266272	27.533367056104	7.57e+09	8493066615	32.0366309777535	10.510639412613	23196036	82.4872887413347	30.5	23	37.4	1600	5.38751683956158	196.544987792117	1.21317249181108	33.5158598181831	61.0966233422553	51.5377932362354	28174724	1	10	3	29.5	0	91.8390822136539	38490	8561	23034809	81.757	0.766504972079081	84	2.98139566513589	7	6	147180	34	86	910	70	5	17	40	39	334	29.5	79	5139915	18.243	3.23981291233599
"Netherlands"	"NLD"	4.0888	52.4541238284185	26.996108364452	25.4580154639665	4	5	915	975	7	5	76.02	4	4	25	6893000	7125500	42.4074732377033	5.48431930790685	48224679326.886	879319321494.639	1.01112840751658	52172.1712345617	0.712958828522318	96	96	97.7	99.9	97.5	100	100	100	5.8	93.17	71.6999969482422	69	70.3000030517578	74.4000015258789	58.2999992370605	84.4000015258789	70.1999969482422	79.5	64.1999969482422	46.0614788245645	9013510	33670	0.0115850428294797	8600	7	672357968350	6.56783e+11	1.4833971951162	89.5730126236519	586763909000	5.84307e+11	0.377763470230547	72.8796142267678	19562000	116.423407687313	3.3	2.4	3.9	12	17.7076918334221	500.569735669736	0.295621410637362	16.6988063803576	65.5935017862203	50.3893106600538	16854183	79.4	13	5	38.7	0	83.0484355719339	82494	68	1700587	10.09	-5.84496174048986	44412	2635.07284808762	4	3	41500	9	161	514	110	2.5	4	7	6	123	39	84	15153596	89.91	1.00887339840225
"Nicaragua"	"NIC"	89.6316	55.0001546415666	7.68795393743202	47.3122007041346	1	73.9	1140	1245	8	12.45	55.73	5	5	123	152816	339629	5.50517411382126	7.48371035961932	883500000	11805641286.8034	4.70277597158403	1963.05488403363	3.51424125097	98	99	67.8	55.7	76.5	86.9	69.4	99.3	58	17.6	32.5999984741211	63.5999984741211	48.2000007629395	50.2000007629395	47.7000007629395	82.599998474121	80.4000015258789	66	63.5999984741211	38.7112288055068	2657353	120340	0.388376029110616	260	154	5125680000	5394179892	0.316010783511137	75.1111043433041	7.08e+09	6857382292	0.0856681005380982	46.3540830955007	7067860	114.565599263057	19.4	10.3	22.8	190	4.95996533371866	49.9743476815689	1.1416431235096	30.5239700008962	64.5160646653851	50.715199903956	6013913	40.7	16	9	42.4	16.2	59.3283580319162	280	1587	2498240	41.541	0.390998127638523	68	11.3071140204389	6	1	130370	43	207	519	55	58	13	21	20	207	63.1	76	3515673	58.459	1.67849755870225
"Niger"	"NER"	203.604	112.682909459929	5.47208399725825	107.21082546267	7	76.7	4475	4500	0	4.18	44.65	8	10	164	9200	105300	0.568120447145861	9.41380763791217	768985315.7153	8168695869.86641	6.90001489410194	427.373240315359	2.67817602818128	68	72	10.8	4.6	37.9	58.1	48.6	100	98	1.95	35.5999984741211	80	57.2000007629395	40.7000007629395	40.0999984741211	90.8000030517578	89.5	65.6999969482422	64.6999969482422	31.1659174910533	6132741	1266700	4.54164852908545	22	574	1.5e+09	456749704.7	-1.13356558638938e-09	33.4125354292929	2.25e+09	1964129900	0.0177649508963701	44.9821430251584	8236400	44.4374857632685	58.4	27.3	99.6	5400	2.57288374094264	15.0893881739954	4.02943651655582	50.4087637953203	47.0183524637371	49.6096365920871	19113728	0	15	4	13.3	1	44.8044675688504	77830	738	15583614	81.531	3.7245004231087	3	0.156955252266852	6	6	1267000	41	152	545	115	35	15	56	61	270	47.8	58	3530114	18.469	5.38679557761047
"Nigeria"	"NGA"	111.886	88.0444886789635	5.17106491426035	82.8734237647032	4	33.9	1564	1959.5	6	5.27	43.56	9	13	170	15740	183290	0.102673750156456	0.818958927756322	4655849169.77532	568508262377.799	6.30971825251392	3203.29682449432	3.51865424571179	66	51	29.3	25.9	33	67.6	56	80.6	322	42.68	34.7999992370605	40.2999992370605	37.5999984741211	48.5999984741211	48.2999992370605	63.7999992370605	63.7999992370605	56.2999992370605	56.2000007629395	42.3995694985437	55784248	910770	4.58328512020479	22	820	9.8e+10	93422556078	1.22301211209802	51.8299462692323	6.37e+10	66791173725	16.8168511019718	41.5056411816021	138960320	77.8415471511874	71.5	35	112.5	58000	2.74991569845399	194.863671398926	2.66048733292991	44.0711792974628	53.1789050040832	49.0890542228062	177475986	5.8	16.1	12.1	6.7	0.1	75.7053288630821	1239	54537	94165209	53.058	1.07487391601523	412	2.32144082862005	8.7	6	923770	59	106.3	509.8	181.2	69.6	30.8	22.9	33.9	907.9	32.4	15	83310777	46.942	4.48348809050945
"North America"	"NAC"	22.807920623979	49.8769359034512	21.7611597298685	28.1069796842353	7.7	0.8	1452	1484.5	8	9.39207276911517	81.025	3	4	10	110443731	146018634	40.7676047252212	0.984135327608974	188980147451.508	19210139300922	2.39249916148245	54195.100600166	1.60047834547036	94.1796780743589	91.3593561487178	99.9799431872363	99.9007042516965	100	99.2601704382911	98.2794365986428	99.46030533476	3.3	87.3379213412336	50.9650009539164	53.3934083760036	52.2234319955502	67.0730504736762	56.8278355552554	77.8510307287924	69.0075714910966	72.4566990837943	62.7834634959056	45.9791995345253	180773744	18240980	0.0248238180265413	4000	13	2097464480736.68	2098459124660.1	0.294048884971411	67.6026173661661	2885284608934	2856182489016	0.145218745365798	56.7869332736214	346983291	96.8758388312577	5.58584622631956	3.66487576194448	6.55072198826404	590	14.5202039625566	19.4322155936797	0.779544377063871	18.7544729032864	66.7253231341571	50.4436778115867	354462656	100	13.9	5.2	21.699730458221	0	82.3651472363567	416385	5081	65679217	18.5292344269349	-0.141012970207186	537083	1515.20333922003	4	10	19816230	9.3	164.8	495	115.8	15.85	5.55	7	7.7	153	32.45	76	288783439	81.4707655730651	0.991284553834504
"Norway"	"NOR"	5.9398	51.7683843332544	24.3340876730025	27.434296660252	7	0.9	1265	1140	6	5.24	81.53	4	5	8	1942134	1156951	22.7212935621192	2.11793031459345	10585778690.0804	499817138323.195	2.2085956650366	97307.4215922777	1.07732118579769	93	94	98.1	98.3	98	100	100	100	8.1	96.3	58.0999984741211	56	57	76	61.2000007629395	80.099998474121	68.5	78.099998474121	64.8000030517578	47.1103949208845	2726774	365245	0.00886312186387961	11300	5	142844810303.555	1.42845e+11	0.206138316993592	92.7717565622178	89184546845.1765	89184284171	0.00425096629841959	81.4266779770478	5932761	116.513149057213	2.2	1.6	2.7	3	16.033698720078	14.0630946351079	1.11300002968414	18.0764262418002	65.8898750381218	49.6832926376805	5136475	100	11	1	39.6	0	89.343066807211	47043	13	1016611	19.792	-0.236977878025818	9975	1941.99329306577	4	5	385178	4	110.5	280	66	3	5	8	7	83	40.4	73	4119864	80.208	1.44894071618608
